invoice_id,branch,city,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,total
854,WALM093,Angleton,Electronic accessories,52.79,10,25-02-2019,11:58:00,Ewallet,10,0.33,527.9
855,WALM087,Waxahachie,Health and beauty,95.95,5,23-01-2019,14:21:00,Ewallet,8.8,0.33,479.75
856,WALM093,Angleton,Fashion accessories,36.51,9,16-02-2019,10:52:00,Cash,4.2,0.33,328.59
857,WALM049,North Richland Hills,Food and beverages,21.12,8,01-01-2019,19:31:00,Cash,6.3,0.48,168.96
858,WALM067,Haltom City,Home and lifestyle,28.31,4,07-03-2019,18:35:00,Cash,8.2,0.33,113.24
859,WALM093,Angleton,Health and beauty,57.59,6,15-02-2019,13:51:00,Cash,5.1,0.33,345.54
860,WALM097,Alice,Food and beverages,47.63,9,23-01-2019,12:35:00,Cash,5,0.18,428.67
861,WALM078,Del Rio,Home and lifestyle,86.27,1,20-02-2019,13:24:00,Ewallet,7,0.33,86.27
862,WALM068,Burleson,Sports and travel,12.76,2,08-01-2019,18:06:00,Ewallet,7.8,0.33,25.52
863,WALM031,Lewisville,Home and lifestyle,11.28,9,17-03-2019,11:55:00,Credit card,4.3,0.48,101.52
864,WALM014,Amarillo,Home and lifestyle,51.07,7,12-01-2019,11:42:00,Cash,7,0.48,357.49
865,WALM052,Mansfield,Electronic accessories,79.59,3,08-01-2019,14:30:00,Cash,6.6,0.57,238.77
866,WALM075,San Marcos,Health and beauty,33.81,3,26-01-2019,15:11:00,Ewallet,7.3,0.33,101.43
867,WALM085,Kerrville,Sports and travel,90.53,8,15-03-2019,14:48:00,Credit card,6.5,0.33,724.24
868,WALM053,Conroe,Health and beauty,62.82,2,17-01-2019,12:36:00,Ewallet,4.9,0.57,125.64
869,WALM051,New Braunfels,Food and beverages,24.31,3,08-01-2019,19:09:00,Credit card,4.3,0.48,72.93
870,WALM035,San Angelo,Sports and travel,64.59,4,06-01-2019,13:35:00,Ewallet,9.3,0.48,258.36
871,WALM074,Weslaco,Food and beverages,24.82,7,16-02-2019,10:33:00,Cash,7.1,0.33,173.74
872,WALM091,Little Elm,Fashion accessories,56.5,1,13-03-2019,15:45:00,Ewallet,9.6,0.33,56.5
873,WALM005,Fort Worth,Electronic accessories,21.43,10,28-01-2019,11:51:00,Cash,6.2,0.48,214.3
874,WALM059,Pflugerville,Sports and travel,89.06,6,18-01-2019,17:26:00,Cash,9.9,0.33,534.36
875,WALM046,Temple,Home and lifestyle,23.29,4,19-03-2019,11:52:00,Credit card,5.9,0.48,93.16
876,WALM067,Haltom City,Home and lifestyle,65.26,8,15-03-2019,14:04:00,Ewallet,6.3,0.33,522.08
877,WALM046,Temple,Fashion accessories,52.35,1,12-02-2019,17:49:00,Cash,4,0.48,52.35
878,WALM047,Flower Mound,Electronic accessories,39.75,1,25-02-2019,20:19:00,Cash,6.1,0.48,39.75
879,WALM067,Haltom City,Electronic accessories,90.02,8,21-03-2019,16:08:00,Credit card,4.5,0.33,720.16
880,WALM013,Irving,Electronic accessories,12.1,8,19-01-2019,10:17:00,Ewallet,8.6,0.48,96.8
881,WALM023,Midland,Food and beverages,33.21,10,08-01-2019,14:25:00,Ewallet,6,0.48,332.1
882,WALM084,Schertz,Fashion accessories,10.18,8,30-03-2019,12:51:00,Credit card,9.5,0.33,81.44
883,WALM090,Brownwood,Sports and travel,31.99,10,20-02-2019,15:18:00,Credit card,9.9,0.33,319.9
884,WALM082,Weslaco,Home and lifestyle,34.42,6,30-03-2019,12:45:00,Cash,7.5,0.33,206.52
885,WALM003,San Antonio,Food and beverages,83.34,2,19-03-2019,13:37:00,Cash,7.6,0.48,166.68
886,WALM015,Grand Prairie,Sports and travel,45.58,7,13-01-2019,10:03:00,Cash,5,0.48,319.06
887,WALM027,Abilene,Food and beverages,87.9,1,05-02-2019,19:42:00,Ewallet,6.7,0.48,87.9
888,WALM001,Houston,Electronic accessories,73.47,10,23-03-2019,13:14:00,Ewallet,9.5,0.36,734.7
889,WALM093,Angleton,Fashion accessories,12.19,8,13-03-2019,12:47:00,Ewallet,6.8,0.33,97.52
890,WALM025,Waco,Sports and travel,76.92,10,17-03-2019,19:53:00,Ewallet,5.6,0.48,769.2
891,WALM092,Lake Jackson,Health and beauty,83.66,5,21-02-2019,10:26:00,Cash,7.2,0.33,418.3
892,WALM059,Pflugerville,Electronic accessories,57.91,8,07-02-2019,15:06:00,Cash,8.1,0.33,463.28
893,WALM015,Grand Prairie,Fashion accessories,92.49,5,02-03-2019,16:35:00,Credit card,8.6,0.48,462.45
894,WALM063,Georgetown,Electronic accessories,28.38,5,06-03-2019,20:57:00,Cash,9.4,0.33,141.9
895,WALM075,San Marcos,Electronic accessories,50.45,6,06-02-2019,15:16:00,Credit card,8.9,0.33,302.7
896,WALM051,New Braunfels,Health and beauty,99.16,8,28-01-2019,17:47:00,Credit card,4.2,0.48,793.28
897,WALM060,DeSoto,Fashion accessories,60.74,7,18-01-2019,16:23:00,Ewallet,5,0.33,425.18
898,WALM039,Longview,Food and beverages,47.27,6,05-02-2019,10:17:00,Cash,8.8,0.48,283.62
899,WALM008,Corpus Christi,Health and beauty,85.6,7,02-03-2019,13:50:00,Cash,5.3,0.48,599.2
900,WALM083,Farmers Branch,Food and beverages,35.04,9,09-02-2019,19:17:00,Ewallet,4.6,0.33,315.36
901,WALM039,Longview,Electronic accessories,44.84,9,14-01-2019,14:00:00,Credit card,7.5,0.48,403.56
902,WALM099,Weatherford,Home and lifestyle,45.97,4,09-02-2019,12:02:00,Ewallet,5.1,0.18,183.88
903,WALM011,Lubbock,Health and beauty,27.73,5,26-03-2019,20:21:00,Credit card,4.2,0.48,138.65
904,WALM052,Mansfield,Food and beverages,11.53,7,28-01-2019,17:35:00,Cash,8.1,0.57,80.71
905,WALM012,Garland,Health and beauty,58.32,2,14-02-2019,12:42:00,Ewallet,6,0.48,116.64
906,WALM070,Hurst,Home and lifestyle,78.38,4,24-03-2019,17:56:00,Cash,7.9,0.33,313.52
907,WALM064,Bedford,Health and beauty,84.61,10,09-02-2019,18:58:00,Credit card,8.8,0.33,846.1
908,WALM075,San Marcos,Health and beauty,82.88,5,24-03-2019,14:08:00,Credit card,6.6,0.33,414.4
909,WALM021,McAllen,Food and beverages,79.54,2,27-03-2019,16:30:00,Ewallet,6.2,0.48,159.08
910,WALM009,Plano,Home and lifestyle,49.01,10,27-01-2019,10:44:00,Credit card,4.2,0.48,490.1
911,WALM063,Georgetown,Food and beverages,29.15,3,27-03-2019,20:29:00,Credit card,7.3,0.33,87.45
912,WALM002,Dallas,Electronic accessories,56.13,4,19-01-2019,11:43:00,Ewallet,8.6,0.36,224.52
913,WALM063,Georgetown,Home and lifestyle,93.12,8,07-02-2019,10:09:00,Cash,6.8,0.33,744.96
914,WALM034,College Station,Fashion accessories,51.34,8,31-01-2019,10:00:00,Ewallet,7.6,0.48,410.72
915,WALM005,Fort Worth,Food and beverages,99.6,3,25-02-2019,18:45:00,Cash,5.8,0.48,298.8
916,WALM028,Odessa,Electronic accessories,35.49,6,02-02-2019,12:40:00,Cash,4.1,0.48,212.94
917,WALM001,Houston,Sports and travel,42.85,1,14-03-2019,15:36:00,Credit card,9.3,0.36,42.85
918,WALM027,Abilene,Fashion accessories,94.67,4,11-03-2019,12:04:00,Cash,6.8,0.48,378.68
919,WALM057,Euless,Home and lifestyle,68.97,3,22-02-2019,11:26:00,Ewallet,8.7,0.33,206.91
920,WALM069,Rockwall,Electronic accessories,26.26,3,02-03-2019,12:36:00,Ewallet,6.3,0.33,78.78
921,WALM092,Lake Jackson,Home and lifestyle,35.79,9,10-03-2019,15:06:00,Credit card,5.1,0.33,322.11
922,WALM077,Coppell,Home and lifestyle,16.37,6,08-02-2019,10:58:00,Cash,7,0.33,98.22
923,WALM058,Port Arthur,Home and lifestyle,12.73,2,22-02-2019,12:10:00,Credit card,5.2,0.33,25.46
924,WALM068,Burleson,Sports and travel,83.14,7,10-01-2019,10:31:00,Credit card,6.6,0.33,581.98
925,WALM087,Waxahachie,Sports and travel,35.22,6,14-03-2019,13:49:00,Ewallet,6.5,0.33,211.32
926,WALM002,Dallas,Electronic accessories,13.78,4,10-01-2019,11:10:00,Ewallet,9,0.36,55.12
927,WALM055,Waxahachie,Sports and travel,88.31,1,15-02-2019,17:38:00,Credit card,5.2,0.33,88.31
928,WALM071,Lufkin,Health and beauty,39.62,9,13-01-2019,17:54:00,Credit card,6.8,0.33,356.58
929,WALM054,Sherman,Electronic accessories,88.25,9,15-02-2019,20:51:00,Credit card,7.6,0.33,794.25
930,WALM024,Carrollton,Sports and travel,25.31,2,02-03-2019,19:26:00,Ewallet,7.2,0.48,50.62
931,WALM062,Galveston,Home and lifestyle,99.92,6,24-03-2019,13:33:00,Ewallet,7.1,0.33,599.52
932,WALM043,Baytown,Fashion accessories,83.35,2,02-02-2019,14:05:00,Credit card,9.5,0.48,166.7
933,WALM038,Sugar Land,Food and beverages,74.44,10,27-02-2019,11:40:00,Ewallet,5.1,0.48,744.4
934,WALM013,Irving,Health and beauty,64.08,7,20-01-2019,12:27:00,Ewallet,7.6,0.48,448.56
935,WALM006,El Paso,Home and lifestyle,63.15,6,03-01-2019,20:24:00,Ewallet,9.8,0.48,378.9
936,WALM099,Weatherford,Home and lifestyle,85.72,3,24-01-2019,20:59:00,Ewallet,5.1,0.18,257.16
937,WALM081,Friendswood,Health and beauty,78.89,7,05-01-2019,19:48:00,Ewallet,7.5,0.33,552.23
938,WALM049,North Richland Hills,Sports and travel,89.48,5,30-03-2019,10:18:00,Cash,7.4,0.48,447.4
939,WALM088,Cleburne,Health and beauty,92.09,3,17-02-2019,16:27:00,Cash,4.2,0.33,276.27
940,WALM067,Haltom City,Food and beverages,57.29,6,21-03-2019,17:04:00,Ewallet,5.9,0.33,343.74
941,WALM093,Angleton,Food and beverages,66.52,4,02-03-2019,18:14:00,Ewallet,6.9,0.33,266.08
942,WALM095,Big Spring,Fashion accessories,99.82,9,27-03-2019,10:43:00,Cash,6.6,0.33,898.38
943,WALM082,Weslaco,Home and lifestyle,45.68,10,19-01-2019,19:30:00,Cash,5.7,0.33,456.8
944,WALM025,Waco,Health and beauty,50.79,5,19-02-2019,14:53:00,Credit card,5.3,0.48,253.95
945,WALM058,Port Arthur,Health and beauty,10.08,7,28-03-2019,20:14:00,Cash,4.2,0.33,70.56
946,WALM097,Alice,Electronic accessories,93.88,7,05-01-2019,11:51:00,Credit card,7.3,0.18,657.16
947,WALM007,Arlington,Electronic accessories,84.25,2,26-03-2019,14:13:00,Credit card,5.3,0.48,168.5
948,WALM009,Plano,Fashion accessories,53.78,1,03-02-2019,20:13:00,Ewallet,4.7,0.48,53.78
949,WALM044,Pharr,Home and lifestyle,35.81,5,06-02-2019,18:44:00,Ewallet,7.9,0.48,179.05
950,WALM020,Killeen,Food and beverages,26.43,8,24-02-2019,14:26:00,Ewallet,8.9,0.48,211.44
951,WALM081,Friendswood,Health and beauty,39.91,3,21-02-2019,12:40:00,Ewallet,9.3,0.33,119.73
952,WALM039,Longview,Home and lifestyle,21.9,3,09-01-2019,18:43:00,Ewallet,4.7,0.48,65.7
953,WALM005,Fort Worth,Food and beverages,62.85,4,25-02-2019,13:22:00,Ewallet,8.7,0.48,251.4
954,WALM066,Grapevine,Food and beverages,21.04,4,13-01-2019,13:58:00,Cash,7.6,0.33,84.16
955,WALM071,Lufkin,Home and lifestyle,65.91,6,09-02-2019,11:45:00,Cash,5.7,0.33,395.46
956,WALM077,Coppell,Fashion accessories,42.57,7,06-01-2019,11:51:00,Cash,6.8,0.33,297.99
957,WALM042,Bryan,Food and beverages,50.49,9,10-01-2019,17:16:00,Cash,5.4,0.48,454.41
958,WALM086,Rosenberg,Electronic accessories,46.02,6,07-02-2019,15:55:00,Cash,7.1,0.33,276.12
959,WALM093,Angleton,Home and lifestyle,15.8,10,09-01-2019,12:07:00,Cash,7.8,0.33,158
960,WALM025,Waco,Food and beverages,98.66,9,19-02-2019,15:07:00,Cash,8.4,0.48,887.94
961,WALM013,Irving,Fashion accessories,91.98,1,18-03-2019,15:29:00,Cash,9.8,0.48,91.98
962,WALM022,Mesquite,Electronic accessories,20.89,2,05-02-2019,18:45:00,Cash,9.8,0.48,41.78
963,WALM062,Galveston,Fashion accessories,15.5,1,19-03-2019,15:23:00,Credit card,7.4,0.33,15.5
964,WALM087,Waxahachie,Electronic accessories,96.82,3,30-03-2019,20:37:00,Cash,6.7,0.33,290.46
965,WALM091,Little Elm,Food and beverages,33.33,2,26-01-2019,14:41:00,Credit card,6.4,0.33,66.66
966,WALM031,Lewisville,Electronic accessories,38.27,2,02-03-2019,18:18:00,Credit card,5.8,0.48,76.54
967,WALM055,Waxahachie,Home and lifestyle,33.3,9,04-03-2019,15:27:00,Ewallet,7.2,0.33,299.7
968,WALM049,North Richland Hills,Home and lifestyle,81.01,3,13-01-2019,12:55:00,Credit card,9.3,0.48,243.03
969,WALM012,Garland,Health and beauty,15.8,3,25-03-2019,18:02:00,Cash,9.5,0.48,47.4
970,WALM026,Denton,Electronic accessories,34.49,5,11-03-2019,19:44:00,Credit card,9,0.48,172.45
971,WALM096,Eagle Pass,Food and beverages,84.63,10,01-01-2019,11:36:00,Credit card,9,0.18,846.3
972,WALM029,Round Rock,Home and lifestyle,36.91,7,10-02-2019,13:51:00,Ewallet,6.7,0.48,258.37
973,WALM004,Austin,Electronic accessories,87.08,7,26-01-2019,15:17:00,Cash,5.5,0.48,609.56
974,WALM007,Arlington,Home and lifestyle,80.08,3,11-02-2019,15:29:00,Cash,5.4,0.48,240.24
975,WALM028,Odessa,Fashion accessories,86.13,2,07-02-2019,17:59:00,Cash,8.2,0.48,172.26
976,WALM058,Port Arthur,Fashion accessories,49.92,2,06-03-2019,11:55:00,Credit card,7,0.33,99.84
977,WALM081,Friendswood,Food and beverages,74.66,4,04-03-2019,10:39:00,Cash,8.5,0.33,298.64
978,WALM091,Little Elm,Food and beverages,26.6,6,26-02-2019,15:10:00,Ewallet,4.9,0.33,159.6
979,WALM093,Angleton,Electronic accessories,25.45,1,10-03-2019,18:10:00,Credit card,5.1,0.33,25.45
980,WALM034,College Station,Food and beverages,67.77,1,04-02-2019,20:43:00,Credit card,6.5,0.48,67.77
981,WALM072,Lancaster,Food and beverages,59.59,4,19-01-2019,12:46:00,Cash,9.8,0.33,238.36
982,WALM023,Midland,Health and beauty,58.15,4,23-01-2019,17:44:00,Cash,8.4,0.48,232.6
983,WALM020,Killeen,Sports and travel,97.48,9,14-03-2019,14:19:00,Ewallet,7.4,0.48,877.32
984,WALM065,Texas City,Health and beauty,99.96,7,23-01-2019,10:33:00,Cash,6.1,0.33,699.72
985,WALM083,Farmers Branch,Electronic accessories,96.37,7,09-01-2019,11:40:00,Cash,6,0.33,674.59
986,WALM025,Waco,Fashion accessories,63.71,5,07-02-2019,19:30:00,Ewallet,8.5,0.48,318.55
987,WALM074,Weslaco,Health and beauty,14.76,2,18-02-2019,14:42:00,Cash,4.3,0.33,29.52
988,WALM036,Allen,Health and beauty,62,8,03-01-2019,19:08:00,Credit card,6.2,0.48,496
989,WALM015,Grand Prairie,Electronic accessories,82.34,10,29-03-2019,19:12:00,Ewallet,4.3,0.48,823.4
990,WALM095,Big Spring,Health and beauty,75.37,8,28-01-2019,15:46:00,Credit card,8.4,0.33,602.96
991,WALM057,Euless,Food and beverages,56.56,5,22-03-2019,19:06:00,Credit card,4.5,0.33,282.8
992,WALM001,Houston,Sports and travel,76.6,10,24-01-2019,18:10:00,Ewallet,6,0.36,766
993,WALM087,Waxahachie,Electronic accessories,58.03,2,10-03-2019,20:46:00,Ewallet,8.8,0.33,116.06
994,WALM042,Bryan,Fashion accessories,17.49,10,22-02-2019,18:35:00,Ewallet,6.6,0.48,174.9
995,WALM047,Flower Mound,Electronic accessories,60.95,1,18-02-2019,11:40:00,Ewallet,5.9,0.48,60.95
996,WALM012,Garland,Health and beauty,40.35,1,29-01-2019,13:46:00,Ewallet,6.2,0.48,40.35
997,WALM005,Fort Worth,Home and lifestyle,97.38,10,02-03-2019,17:16:00,Ewallet,4.4,0.48,973.8
998,WALM041,Mission,Food and beverages,31.84,1,09-02-2019,13:22:00,Ewallet,7.7,0.48,31.84
999,WALM095,Big Spring,Home and lifestyle,65.82,1,22-02-2019,15:33:00,Cash,4.1,0.33,65.82
1000,WALM025,Waco,Fashion accessories,88.34,7,18-02-2019,13:28:00,Cash,6.6,0.48,618.38
1001,WALM012,Garland,Home and lifestyle,55,2,09-10-2022,15:46:00,Ewallet,6,0.48,110
1002,WALM013,Irving,Fashion accessories,53,2,06-04-2020,10:09:00,Ewallet,8,0.48,106
1003,WALM090,Brownwood,Home and lifestyle,66,2,04-08-2020,13:23:00,Ewallet,7,0.33,132
1004,WALM031,Lewisville,Fashion accessories,36,1,18-10-2022,19:24:00,Ewallet,7,0.48,36
1005,WALM003,San Antonio,Home and lifestyle,50,3,30-10-2023,19:04:00,Ewallet,7,0.36,150
1006,WALM068,Burleson,Fashion accessories,75,1,17-06-2021,08:53:00,Ewallet,9,0.33,75
1007,WALM005,Fort Worth,Home and lifestyle,39,3,11-01-2022,08:42:00,Ewallet,5,0.48,117
1008,WALM052,Mansfield,Fashion accessories,56,2,27-04-2022,20:48:00,Ewallet,6,0.57,112
1009,WALM006,El Paso,Home and lifestyle,33,2,18-07-2020,21:42:00,Ewallet,5,0.48,66
1010,WALM038,Sugar Land,Fashion accessories,32,3,22-05-2022,12:43:00,Ewallet,4,0.48,96
1011,WALM010,Laredo,Home and lifestyle,30,3,10-03-2021,18:19:00,Ewallet,7,0.48,90
1012,WALM018,Frisco,Fashion accessories,31,3,24-12-2020,09:52:00,Ewallet,6,0.48,93
1013,WALM061,Cedar Park,Home and lifestyle,71,3,18-03-2022,21:50:00,Ewallet,5,0.33,213
1014,WALM053,Conroe,Fashion accessories,22,1,15-12-2020,07:27:00,Ewallet,4,0.57,22
1015,WALM081,Friendswood,Home and lifestyle,30,3,08-08-2021,19:23:00,Ewallet,5,0.33,90
1016,WALM064,Bedford,Fashion accessories,45,3,06-08-2022,12:33:00,Ewallet,8,0.33,135
1017,WALM001,Houston,Home and lifestyle,41,2,22-02-2020,16:18:00,Ewallet,6,0.36,82
1018,WALM042,Bryan,Fashion accessories,16,3,01-01-2023,11:32:00,Ewallet,6,0.48,48
1019,WALM072,Lancaster,Home and lifestyle,36,3,12-06-2023,12:54:00,Ewallet,4,0.33,108
1020,WALM096,Eagle Pass,Fashion accessories,47,1,30-11-2022,06:21:00,Ewallet,8,0.18,47
1021,WALM099,Weatherford,Home and lifestyle,84,3,17-06-2023,07:13:00,Ewallet,9,0.18,252
1022,WALM054,Sherman,Fashion accessories,31,2,03-09-2020,11:49:00,Ewallet,5,0.21,62
1023,WALM040,Edinburg,Home and lifestyle,32,2,22-09-2020,22:47:00,Ewallet,8,0.48,64
1024,WALM099,Weatherford,Fashion accessories,68,3,02-02-2021,19:01:00,Ewallet,6,0.18,204
1025,WALM030,Richardson,Home and lifestyle,67,2,21-09-2022,18:26:00,Ewallet,4,0.48,134
1026,WALM056,Rowlett,Fashion accessories,30,2,29-01-2022,18:53:00,Ewallet,7,0.33,60
1027,WALM091,Little Elm,Home and lifestyle,83,3,28-09-2023,11:26:00,Ewallet,8,0.33,249
1028,WALM031,Lewisville,Fashion accessories,25,1,08-04-2023,16:15:00,Ewallet,5,0.48,25
1029,WALM016,Brownsville,Home and lifestyle,25,3,09-02-2020,13:07:00,Ewallet,7,0.48,75
1030,WALM012,Garland,Fashion accessories,19,1,30-03-2021,17:25:00,Ewallet,9,0.48,19
1031,WALM013,Irving,Home and lifestyle,20,3,19-09-2022,17:55:00,Ewallet,6,0.48,60
1032,WALM064,Bedford,Fashion accessories,78,3,08-05-2020,14:49:00,Ewallet,8,0.33,234
1033,WALM088,Cleburne,Home and lifestyle,28,1,10-11-2021,08:07:00,Ewallet,8,0.33,28
1034,WALM099,Weatherford,Fashion accessories,36,3,17-12-2020,16:19:00,Ewallet,7,0.18,108
1035,WALM044,Pharr,Home and lifestyle,21,3,03-05-2023,07:32:00,Ewallet,6,0.48,63
1036,WALM064,Bedford,Fashion accessories,70,3,13-03-2022,12:01:00,Ewallet,5,0.33,210
1037,WALM083,Farmers Branch,Home and lifestyle,27,3,21-03-2020,12:01:00,Ewallet,5,0.33,81
1038,WALM024,Carrollton,Fashion accessories,30,1,11-08-2021,08:24:00,Ewallet,9,0.48,30
1039,WALM040,Edinburg,Home and lifestyle,34,3,02-12-2022,18:25:00,Ewallet,7,0.48,102
1040,WALM022,Mesquite,Fashion accessories,85,2,06-08-2021,12:08:00,Ewallet,7,0.48,170
1041,WALM014,Amarillo,Home and lifestyle,29,1,16-01-2021,22:05:00,Ewallet,4,0.48,29
1042,WALM082,Weslaco,Fashion accessories,75,2,09-07-2022,14:35:00,Cash,5,0.33,150
1043,WALM051,New Braunfels,Home and lifestyle,79,3,31-05-2022,21:01:00,Ewallet,9,0.48,237
1044,WALM083,Farmers Branch,Fashion accessories,59,2,28-11-2023,08:24:00,Ewallet,5,0.33,118
1045,WALM024,Carrollton,Home and lifestyle,39,1,19-04-2021,19:11:00,Ewallet,5,0.48,39
1046,WALM095,Big Spring,Fashion accessories,28,2,06-07-2023,13:53:00,Ewallet,7,0.33,56
1047,WALM090,Brownwood,Home and lifestyle,55,1,30-01-2023,20:20:00,Ewallet,5,0.33,55
1048,WALM079,La Porte,Fashion accessories,43,2,28-09-2022,11:11:00,Ewallet,7,0.33,86
1049,WALM074,Weslaco,Home and lifestyle,75,1,05-04-2021,12:15:00,Cash,8,0.33,75
1050,WALM082,Weslaco,Fashion accessories,29,2,20-11-2020,14:16:00,Cash,4,0.33,58
1051,WALM027,Abilene,Home and lifestyle,49,1,15-11-2023,20:27:00,Ewallet,6,0.48,49
1052,WALM082,Weslaco,Fashion accessories,29,3,06-05-2020,18:51:00,Cash,4,0.33,87
1053,WALM022,Mesquite,Home and lifestyle,42,2,02-09-2022,15:40:00,Ewallet,8,0.48,84
1054,WALM012,Garland,Fashion accessories,68,2,08-09-2023,07:16:00,Ewallet,7,0.48,136
1055,WALM025,Waco,Home and lifestyle,53,1,04-04-2023,18:56:00,Ewallet,4,0.48,53
1056,WALM094,Alamo,Fashion accessories,58,1,01-03-2022,17:20:00,Ewallet,6,0.33,58
1057,WALM035,San Angelo,Home and lifestyle,44,3,01-11-2023,22:50:00,Ewallet,6,0.48,132
1058,WALM100,Canyon,Fashion accessories,40,3,24-11-2022,08:26:00,Ewallet,8,0.18,120
1059,WALM072,Lancaster,Home and lifestyle,62,1,19-04-2021,17:37:00,Ewallet,5,0.33,62
1060,WALM058,Port Arthur,Fashion accessories,33,3,20-07-2022,20:10:00,Ewallet,7,0.33,99
1061,WALM038,Sugar Land,Home and lifestyle,29,1,28-04-2022,15:18:00,Ewallet,4,0.48,29
1062,WALM037,League City,Fashion accessories,67,3,02-03-2022,17:36:00,Ewallet,6,0.48,201
1063,WALM090,Brownwood,Home and lifestyle,21,2,04-04-2021,15:03:00,Ewallet,6,0.33,42
1064,WALM037,League City,Fashion accessories,61,1,16-07-2023,13:28:00,Ewallet,7,0.48,61
1065,WALM068,Burleson,Home and lifestyle,64,3,09-10-2021,19:17:00,Ewallet,6,0.33,192
1066,WALM096,Eagle Pass,Fashion accessories,16,2,28-10-2022,14:13:00,Ewallet,7,0.18,32
1067,WALM090,Brownwood,Home and lifestyle,23,2,26-12-2022,16:40:00,Ewallet,6,0.33,46
1068,WALM025,Waco,Fashion accessories,54,1,09-06-2020,18:29:00,Ewallet,8,0.48,54
1069,WALM060,DeSoto,Home and lifestyle,78,3,05-03-2023,18:35:00,Ewallet,7,0.33,234
1070,WALM086,Rosenberg,Fashion accessories,50,1,14-08-2021,17:08:00,Ewallet,4,0.33,50
1071,WALM031,Lewisville,Home and lifestyle,66,2,08-06-2020,13:26:00,Ewallet,6,0.48,132
1072,WALM050,Victoria,Fashion accessories,71,1,22-05-2020,16:07:00,Ewallet,4,0.48,71
1073,WALM096,Eagle Pass,Home and lifestyle,36,2,21-08-2023,11:06:00,Ewallet,5,0.33,72
1074,WALM065,Texas City,Fashion accessories,67,3,07-11-2022,15:36:00,Ewallet,4,0.33,201
1075,WALM057,Euless,Home and lifestyle,34,2,23-02-2020,20:46:00,Ewallet,8,0.33,68
1076,WALM001,Houston,Fashion accessories,27,1,15-07-2021,14:11:00,Ewallet,8,0.36,27
1077,WALM046,Temple,Home and lifestyle,61,1,24-08-2023,18:10:00,Ewallet,7,0.48,61
1078,WALM058,Port Arthur,Fashion accessories,75,3,05-01-2020,11:52:00,Ewallet,8,0.33,225
1079,WALM075,San Marcos,Home and lifestyle,59,1,26-03-2020,09:06:00,Ewallet,7,0.33,59
1080,WALM063,Georgetown,Fashion accessories,62,3,02-05-2022,06:28:00,Ewallet,5,0.33,186
1081,WALM044,Pharr,Home and lifestyle,82,3,04-05-2020,20:40:00,Ewallet,5,0.48,246
1082,WALM030,Richardson,Fashion accessories,83,1,06-07-2022,18:03:00,Ewallet,7,0.48,83
1083,WALM052,Mansfield,Home and lifestyle,54,2,25-07-2023,13:13:00,Ewallet,7,0.57,108
1084,WALM048,Harlingen,Fashion accessories,57,1,17-08-2021,09:21:00,Ewallet,6,0.48,57
1085,WALM049,North Richland Hills,Home and lifestyle,32,2,06-05-2022,08:02:00,Ewallet,7,0.48,64
1086,WALM025,Waco,Fashion accessories,17,1,10-03-2020,11:01:00,Ewallet,9,0.48,17
1087,WALM001,Houston,Home and lifestyle,76,2,02-11-2022,12:25:00,Ewallet,9,0.36,152
1088,WALM076,Huntsville,Fashion accessories,59,1,07-07-2022,21:39:00,Ewallet,5,0.33,59
1089,WALM083,Farmers Branch,Home and lifestyle,33,3,28-05-2021,13:05:00,Ewallet,6,0.33,99
1090,WALM090,Brownwood,Fashion accessories,41,1,04-03-2023,20:24:00,Ewallet,9,0.33,41
1091,WALM067,Haltom City,Home and lifestyle,21,3,12-08-2023,19:45:00,Ewallet,8,0.33,63
1092,WALM003,San Antonio,Fashion accessories,26,3,07-09-2020,13:42:00,Ewallet,6,0.48,78
1093,WALM049,North Richland Hills,Home and lifestyle,52,1,21-09-2022,08:24:00,Ewallet,4,0.48,52
1094,WALM079,La Porte,Fashion accessories,16,1,24-10-2022,18:57:00,Ewallet,9,0.33,16
1095,WALM010,Laredo,Home and lifestyle,34,1,23-09-2021,07:31:00,Ewallet,6,0.48,34
1096,WALM091,Little Elm,Fashion accessories,17,1,05-02-2023,07:31:00,Ewallet,8,0.33,17
1097,WALM090,Brownwood,Home and lifestyle,51,2,23-01-2021,06:49:00,Ewallet,6,0.33,102
1098,WALM086,Rosenberg,Fashion accessories,69,2,01-05-2023,15:48:00,Ewallet,9,0.33,138
1099,WALM086,Rosenberg,Home and lifestyle,44,2,21-02-2020,14:36:00,Ewallet,4,0.33,88
1100,WALM047,Flower Mound,Fashion accessories,49,3,19-04-2020,14:03:00,Ewallet,9,0.48,147
1101,WALM070,Hurst,Home and lifestyle,26,1,03-03-2022,11:49:00,Ewallet,7,0.33,26
1102,WALM071,Lufkin,Fashion accessories,63,1,13-04-2023,08:31:00,Ewallet,5,0.33,63
1103,WALM023,Midland,Home and lifestyle,84,3,28-08-2020,15:35:00,Ewallet,6,0.48,252
1104,WALM031,Lewisville,Fashion accessories,68,3,18-02-2021,18:47:00,Ewallet,9,0.48,204
1105,WALM078,Del Rio,Home and lifestyle,27,2,16-10-2021,14:30:00,Ewallet,5,0.33,54
1106,WALM086,Rosenberg,Fashion accessories,66,3,01-03-2022,15:58:00,Ewallet,7,0.33,198
1107,WALM055,Waxahachie,Home and lifestyle,73,1,03-04-2020,08:52:00,Ewallet,9,0.33,73
